"Id","SalePrice"
1461,119334.554113451
1462,163271.137210065
1463,180634.361819695
1464,198454.481740612
1465,181464.922952707
1466,171670.092708912
1467,173709.18480462
1468,164795.333300774
1469,186475.446928906
1470,130691.826788346
1471,181188.580588347
1472,98314.6266338346
1473,94976.1325584161
1474,152484.94803626
1475,119808.130386668
1476,382979.920652824
1477,266263.00103028
1478,272580.199405755
1479,279985.39008821
1480,482546.924364447
1481,344296.467847205
1482,206612.274091477
1483,175472.043855097
1484,162136.943508513
1485,183418.400714374
1486,197480.364220129
1487,310999.163912309
1488,242431.650434383
1489,204454.81834038
1490,220860.212579829
1491,190869.453503497
1492,89027.0541670175
1493,172965.933154819
1494,291247.762858805
1495,299316.638341755
1496,237987.125113839
1497,179671.940551061
1498,167146.445054023
1499,158990.243285515
1500,154283.284421383
1501,179419.146208817
1502,146059.955347668
1503,288578.105203979
1504,240853.935865021
1505,222269.959753899
1506,186499.615429154
1507,250133.882074727
1508,196148.104434622
1509,170344.686243619
1510,146098.694285894
1511,146753.378548454
1512,163936.696386157
1513,143934.175157658
1514,147658.428749525
1515,186272.826597168
1516,144276.824766082
1517,163967.381438604
1518,129981.664445201
1519,209406.174666081
1520,137910.284702843
1521,137385.672338721
1522,170076.329008476
1523,114265.330910398
1524,132267.06784678
1525,123694.520014527
1526,114619.093820268
1527,108042.536472775
1528,139126.210949161
1529,147402.494350067
1530,177898.963999514
1531,107319.763183129
1532,92410.9438359501
1533,155719.416255141
1534,124273.1360881
1535,151077.777882867
1536,105301.147039633
1537,58196.3364511095
1538,140022.401362445
1539,198268.8760262
1540,75772.2039422777
1541,152755.785003141
1542,131707.181129247
1543,220063.271139077
1544,78882.1697940548
1545,108660.01642039
1546,124887.517877665
1547,126174.966767694
1548,131421.633150964
1549,112571.676728955
1550,125786.333804509
1551,107844.672775098
1552,133410.024307743
1553,145260.204843389
1554,115193.300142373
1555,167667.123316093
1556,101698.258655299
1557,101716.161020411
1558,94865.7409795806
1559,79686.396017227
1560,145985.055682751
1561,134201.365205493
1562,130499.509204175
1563,123123.62448843
1564,154247.900283882
1565,139922.17074412
1566,257863.512691106
1567,73418.7576187494
1568,236681.366689339
1569,139713.784932662
1570,141762.817030465
1571,114780.498082318
1572,143375.074787756
1573,250760.474087549
1574,109016.192065013
1575,219210.599245245
1576,241670.992322627
1577,184924.182272347
1578,152507.382964267
1579,154965.273250654
1580,192707.244820356
1581,152452.637012822
1582,130451.909224199
1583,312843.051553185
1584,214299.111558693
1585,143152.539398988
1586,68481.6070326313
1587,96211.3087892384
1588,148241.060376405
1589,90678.578561788
1590,138183.068223762
1591,92847.1850803053
1592,122667.752762097
1593,122219.06564478
1594,142098.771445544
1595,102418.407371252
1596,242109.386994291
1597,185485.788223622
1598,213814.40784665
1599,163273.047577199
1600,155327.742305888
1601,66848.5157910625
1602,106605.906394219
1603,87266.2019701289
1604,266865.175162308
1605,247952.467387083
1606,181252.37687512
1607,168723.784827872
1608,222217.72407005
1609,193597.235291498
1610,159035.48210781
1611,142481.3633128
1612,166234.642953618
1613,166313.941295709
1614,119843.609295584
1615,93249.4697960563
1616,77310.9965533186
1617,92859.9547066083
1618,127739.887129705
1619,143952.492462448
1620,162338.53168362
1621,139346.984730611
1622,138694.721134309
1623,268688.851799075
1624,210716.69268825
1625,121371.005792729
1626,161764.598822594
1627,191562.712081212
1628,275041.992768852
1629,181486.456817473
1630,370983.119950299
1631,230897.490053572
1632,241376.594078503
1633,170651.086843408
1634,185775.686109425
1635,175123.717783115
1636,157085.394189621
1637,200802.537716932
1638,186692.508068989
1639,173558.588410036
1640,265725.696292158
1641,178802.080352034
1642,237617.445346582
1643,219975.362318967
1644,237052.911364495
1645,187052.483267157
1646,159627.367288499
1647,157427.089826858
1648,134039.230567497
1649,144975.869664542
1650,114153.198334515
1651,122269.723696959
1652,99141.2821812445
1653,103610.253530024
1654,138732.427404483
1655,143874.313449336
1656,144635.499506722
1657,144224.571874074
1658,140212.901597398
1659,127301.758354305
1660,147960.429437195
1661,438342.627771699
1662,417951.938926041
1663,384576.052724688
1664,505771.858951471
1665,297435.295255785
1666,315061.092466576
1667,363366.824926984
1668,338392.962199149
1669,293689.973684649
1670,344848.061514723
1671,267051.89260312
1672,416818.938079433
1673,297428.208151873
1674,244365.51914518
1675,188432.875292042
1676,195179.839685693
1677,218050.200613545
1678,462601.708764691
1679,387900.381738558
1680,357476.876008146
1681,235191.174164341
1682,301407.545882526
1683,181659.801370951
1684,173089.993099754
1685,169988.601465284
1686,169565.38709463
1687,169290.817816475
1688,193114.881919912
1689,191333.940286289
1690,191092.655729797
1691,177120.891085605
1692,254501.418050804
1693,169955.014322718
1694,179911.400621388
1695,163296.231009117
1696,274518.548005811
1697,177101.430284807
1698,368170.430948103
1699,327136.68924845
1700,253384.765362976
1701,269845.021753108
1702,255108.905062864
1703,254641.817490759
1704,294180.66082438
1705,235070.014600942
1706,436523.138053527
1707,217710.305080823
1708,199505.098852709
1709,277277.806420667
1710,222203.612156231
1711,259244.161623798
1712,276262.516149276
1713,266289.566614342
1714,225419.911504754
1715,211006.003217579
1716,176337.801062274
1717,170948.724519079
1718,140030.036292744
1719,202563.958191416
1720,235640.674434352
1721,163334.343874809
1722,132539.11650793
1723,159427.314336685
1724,202296.0608306
1725,236847.608218506
1726,186641.984459347
1727,152489.505150691
1728,175995.190965462
1729,172171.266467586
1730,163414.017278782
1731,124285.476239534
1732,124305.51993657
1733,112265.996546368
1734,122607.890343003
1735,132722.63337739
1736,115958.572548737
1737,337923.627738994
1738,245616.438106271
1739,287828.983474549
1740,223506.719042239
1741,188146.116941409
1742,182391.237237912
1743,174201.614210056
1744,308888.374523476
1745,215251.172495433
1746,180085.322482151
1747,218005.287547423
1748,219825.328988851
1749,156333.366047288
1750,128461.942244945
1751,241126.591051864
1752,123082.327796796
1753,148511.404018938
1754,190215.716064435
1755,174947.949500522
1756,130290.596455072
1757,123781.320403646
1758,144533.295334239
1759,163267.714267758
1760,164044.330849916
1761,138615.842956781
1762,178497.970540127
1763,172687.360492476
1764,117357.858419424
1765,166553.963785481
1766,167973.436035315
1767,208740.374303512
1768,143049.452301399
1769,176401.07288502
1770,150817.049675173
1771,120348.483068477
1772,141737.764361674
1773,128147.68016021
1774,135935.890906464
1775,147640.025205163
1776,119576.82732461
1777,112500.409507278
1778,140445.460745819
1779,107514.928625066
1780,185495.003055779
1781,128390.15480762
1782,83053.1742095149
1783,139808.382001942
1784,102629.314895676
1785,118950.952186572
1786,128555.793645431
1787,160730.223156132
1788,54664.0611093381
1789,97803.8877253686
1790,76447.0488656285
1791,175936.055743124
1792,156767.010323499
1793,133994.387832275
1794,153189.99457008
1795,136756.331218927
1796,115232.505866975
1797,110809.467689047
1798,121756.373228063
1799,110859.947129154
1800,130044.317703447
1801,131246.168032695
1802,124206.926072991
1803,149650.011298683
1804,144465.290923985
1805,138871.607601441
1806,122763.844764115
1807,133138.997460803
1808,116745.260122601
1809,115787.269195062
1810,143803.943993406
1811,88148.3896709706
1812,89061.1821494673
1813,122890.123031548
1814,90715.8750565433
1815,54279.2390450707
1816,97666.1801265121
1817,106304.93188095
1818,159149.552234973
1819,128972.522203576
1820,58234.7302538637
1821,102242.219079167
1822,148184.578161382
1823,46595.4602026351
1824,121347.716583731
1825,131298.878165728
1826,97560.1959635118
1827,96548.0258065333
1828,129739.552258864
1829,106283.177314048
1830,146936.369359025
1831,156918.194498364
1832,78234.712821934
1833,139521.110295159
1834,119789.387983269
1835,111957.177977175
1836,122951.643263855
1837,90979.9494168564
1838,132289.063598309
1839,96687.2171310424
1840,160144.759447367
1841,144631.624630716
1842,83039.0515375701
1843,123147.686982241
1844,135105.566353417
1845,136613.583093387
1846,151465.46160565
1847,173194.905701677
1848,52386.4504064885
1849,107067.08923339
1850,117515.380290635
1851,157125.554975649
1852,127274.145842174
1853,133131.953634536
1854,166701.831332266
1855,158470.003696671
1856,218897.926014717
1857,153705.428075222
1858,137249.936025484
1859,116233.661592847
1860,153456.292920118
1861,113931.083682319
1862,310322.533305281
1863,284538.15830585
1864,284575.467026705
1865,348871.325067677
1866,319977.906780935
1867,222969.319791451
1868,294307.970128151
1869,203654.930680545
1870,228104.817841232
1871,240708.975578365
1872,165771.907802743
1873,250293.427486425
1874,139457.189651987
1875,198698.603289539
1876,199095.920966544
1877,205342.341662262
1878,187857.196281027
1879,133376.010484698
1880,136787.100247734
1881,247161.402725571
1882,248303.589089362
1883,187290.790975038
1884,203377.274222268
1885,227544.526549478
1886,281687.449024718
1887,204027.051067929
1888,260179.322869952
1889,166100.887319521
1890,122988.590174442
1891,133302.956816594
1892,97156.8289467772
1893,132154.068192049
1894,120902.448620908
1895,144726.601217854
1896,123775.709115315
1897,114159.259580324
1898,117544.205521635
1899,157814.401321295
1900,149114.02521369
1901,173366.533191702
1902,141516.257117366
1903,230553.788771369
1904,133244.916359577
1905,187898.928658699
1906,173295.885767532
1907,197054.607308717
1908,107500.716900065
1909,128699.087745439
1910,116362.663156352
1911,205868.775605408
1912,323666.925928324
1913,138288.163229378
1914,67713.8928783859
1915,302800.994382795
1916,66066.1535577231
1917,258318.290292916
1918,145875.984621189
1919,181363.812439768
1920,150738.795106583
1921,406783.467975753
1922,321786.921025868
1923,231888.391734079
1924,250412.588465936
1925,201399.831669669
1926,409196.171695776
1927,137102.080625664
1928,154676.930772067
1929,127757.003937328
1930,131636.794524854
1931,144660.891808269
1932,145290.664261546
1933,180822.216855182
1934,180459.305930511
1935,171655.425293957
1936,187435.794976407
1937,181851.407124816
1938,172829.268200703
1939,265878.086444017
1940,178516.301718137
1941,177256.324817323
1942,188079.316402986
1943,201897.387031104
1944,345726.165536577
1945,387381.881813513
1946,143848.232682801
1947,305344.172775913
1948,164233.803087726
1949,238087.759359229
1950,189577.766928571
1951,260390.328592025
1952,224719.512514074
1953,169108.995868756
1954,195614.640331734
1955,144816.545338084
1956,319597.02614468
1957,154901.306587349
1958,287877.496057703
1959,149519.762450207
1960,116574.423427978
1961,123540.074602915
1962,97451.9934928544
1963,105286.389243644
1964,109800.496126494
1965,144069.559576566
1966,142819.740484986
1967,289342.785998868
1968,408006.029897413
1969,382608.868544894
1970,410509.518410173
1971,471942.728088276
1972,386806.215640673
1973,273177.307352762
1974,314429.316364888
1975,492408.152745833
1976,273073.913811925
1977,353220.186152191
1978,366391.984740132
1979,361494.181663002
1980,202955.248021923
1981,349107.118652853
1982,226170.98857837
1983,211399.345973601
1984,167169.439539043
1985,212964.200184924
1986,212734.210426466
1987,179510.138585383
1988,173150.616784193
1989,194812.631777685
1990,209360.538697822
1991,234227.243856749
1992,211072.997961859
1993,164633.131394347
1994,223481.227055109
1995,186721.162584984
1996,250336.663276394
1997,305739.600149872
1998,332926.355366037
1999,265309.794204316
2000,331948.997113221
2001,273769.531069632
2002,250631.42830205
2003,271276.460087238
2004,299877.654746438
2005,224041.268066656
2006,218984.200661169
2007,247539.496404832
2008,212400.772996801
2009,196659.555447708
2010,190279.083547847
2011,144081.570232018
2012,169485.782431432
2013,180742.428050322
2014,184608.342107401
2015,203549.48864729
2016,191824.339161763
2017,195132.089140338
2018,120141.019734376
2019,129973.299385653
